证券代码,证券简称,实际控制人名称,实际控制人属性,公司中文名称,注册地址,省份,流通市值,统一社会信用代码
300023.SZ,*ST宝德,"邢连鲜,赵敏",个人,西安宝德自动化股份有限公司,陕西省西安市高新区草堂科技产业基地秦岭大道西付6号,陕西省,"2,038,888,698.7500",91610131726288402L
300487.SZ,蓝晓科技,"高月静,寇晓康",个人,西安蓝晓科技新材料股份有限公司,陕西省西安市高新区锦业路135号,陕西省,"18,687,704,695.8700",91610131726285914J
300581.SZ,晨曦航空,吴坚,个人,西安晨曦航空科技股份有限公司,陕西省西安市高新区锦业路69号创业园C区11号,陕西省,"7,438,582,080.0000",91610131710183542G
835640.BJ,富士达,国务院国有资产监督管理委员会,国资委,中航富士达科技股份有限公司,陕西省西安市高新区锦业路71号,陕西省,"2,870,361,120.0000",91610131710106088J
688167.SH,炬光科技,刘兴胜,个人,西安炬光科技股份有限公司,陕西省西安市高新区丈八六路56号,陕西省,"10,811,392,800.0000",91610131663186571P
688550.SH,瑞联新材,"李佳凝,刘晓春,吕浩平",个人,西安瑞联新材料股份有限公司,陕西省西安市雁塔区高新区锦业二路副71号,陕西省,"6,045,441,215.0600",91610131628053714D
601369.SH,陕鼓动力,西安市人民政府国有资产监督管理委员会,地方国资委,西安陕鼓动力股份有限公司,陕西省西安市高新区沣惠南路8号,陕西省,"16,076,258,389.5900",91610131628001738N
688333.SH,铂力特,"黄卫东,薛蕾,折生阳",个人,西安铂力特增材技术股份有限公司,陕西省西安市高新区上林苑七路1000号,陕西省,"12,781,175,750.0000",91610131578408694N
300831.SZ,派瑞股份,陕西省人民政府国有资产监督管理委员会,地方国资委,西安派瑞功率半导体变流技术股份有限公司,陕西省西安市雁塔区高新区新区锦业二路东段,陕西省,"4,553,600,000.0000",916101315660088532
600928.SH,西安银行,西安市人民政府,地方政府,西安银行股份有限公司,陕西省西安市雁塔区高新路60号,陕西省,"17,511,111,113.3000",91610131294468046D
300164.SZ,通源石油,张国桉,个人,通源石油科技集团股份有限公司,陕西省西安市高新区唐延路51号人寿壹中心A座13层1307号,陕西省,"3,396,191,129.7600",91610131294266794G
600831.SH,广电网络,中共陕西省委宣传部,地方政府,陕西广电网络传媒(集团)股份有限公司,"陕西省西安市曲江新区曲江行政商务区曲江首座大厦14-16,18-19,22-24层",陕西省,"4,660,790,541.2800",91610131220601086E
601012.SH,隆基股份,"李喜燕,李振国",个人,隆基绿能科技股份有限公司,陕西省西安市长安区航天中路388号,陕西省,"431,304,071,773.4400",916101167101813521
600302.SH,标准股份,西安市人民政府国有资产监督管理委员会,地方国资委,西安标准工业股份有限公司,陕西省西安市太白南路335号,陕西省,"1,813,091,372.9600",91610113628001682H
600893.SH,航发动力,国务院国有资产监督管理委员会,国资委,中国航发动力股份有限公司,陕西省西安市未央区徐家湾,陕西省,"121,204,570,001.8600",91610112243870086Q
000721.SZ,西安饮食,西安曲江新区管理委员会,地方政府,西安饮食股份有限公司,陕西省西安市曲江新区雁翔路3001号华商传媒文化中心2号楼14层,陕西省,"2,657,223,246.0400",91610103294241917P
000610.SZ,西安旅游,西安曲江新区管理委员会,地方政府,西安旅游股份有限公司,陕西省西安市雁塔区雁翔路3001号华商传媒中心2号楼13f,陕西省,"2,021,827,074.5400",91610103294241490X
000516.SZ,ST国医,刘建申,个人,西安国际医学投资股份有限公司,陕西省西安市高新区团结南路16号保障楼5层,陕西省,"16,591,510,381.5000",9161010322061133XP
000564.SZ,*ST大集,海南省慈航公益基金会,其他,供销大集集团股份有限公司,陕西省西安市解放路103号,陕西省,"21,655,068,388.5500",91610102220603356T
300116.SZ,保力新,高保清,个人,保力新能源科技股份有限公司,陕西省西安市高新区科技二路65号6幢10701房,陕西省,"8,647,787,047.9400",91610000773821038P
834599.BJ,同力股份,,,陕西同力重工股份有限公司,陕西省西安市沣东新城丰产路2339号,陕西省,"3,312,483,000.0000",91610000770021473U
601015.SH,陕西黑猫,李保平,个人,陕西黑猫焦化股份有限公司,陕西省渭南市韩城市煤化工业园,陕西省,"12,479,660,574.2900",91610000755217689E
300114.SZ,中航电测,国务院国有资产监督管理委员会,国资委,中航电测仪器股份有限公司,陕西省汉中市经济开发区北区鑫源路,陕西省,"8,081,603,626.3200",91610000745016111K
003009.SZ,中天火箭,国务院国有资产监督管理委员会,国资委,陕西中天火箭技术股份有限公司,陕西省西安市雁塔区高新区创业大厦八楼C座,陕西省,"7,249,051,401.4500",91610000741252408P
600984.SH,建设机械,陕西省人民政府国有资产监督管理委员会,地方国资委,陕西建设机械股份有限公司,陕西省西安市泾渭新城泾朴路11号,陕西省,"8,925,011,863.9500",91610000732666297M
300140.SZ,中环装备,国务院国有资产监督管理委员会,国资委,中节能环保装备股份有限公司,陕西省西安市经济技术开发区凤城十二路,陕西省,"2,777,086,338.0000",91610000727342693Q
002149.SZ,西部材料,陕西省财政厅,地方政府,西部金属材料股份有限公司,陕西省西安市经开区泾渭工业园西金路西段15号,陕西省,"6,302,846,277.3400",91610000719796070K
002673.SZ,西部证券,陕西省人民政府国有资产监督管理委员会,地方国资委,西部证券股份有限公司,陕西省西安市新城区东新街319号8幢10000室,陕西省,"32,225,684,093.0500",91610000719782242D
600343.SH,航天动力,国务院国有资产监督管理委员会,国资委,陕西航天动力高科技股份有限公司,陕西省西安市高新区锦业路78号,陕西省,"6,592,671,574.8400",91610000713592579L
600456.SH,宝钛股份,陕西省人民政府国有资产监督管理委员会,地方国资委,宝鸡钛业股份有限公司,陕西省宝鸡市高新大道88号,陕西省,"24,213,765,676.5200",91610000713550723T
600248.SH,陕西建工,陕西省人民政府国有资产监督管理委员会,地方国资委,陕西建工集团股份有限公司,陕西省西安市高新区高新二路14号i创途众创公园A-115-8号,陕西省,"20,547,074,333.0200",91610000710097708A
000837.SZ,秦川机床,陕西省人民政府国有资产监督管理委员会,地方国资委,秦川机床工具集团股份公司,陕西省宝鸡市姜谭路22号,陕西省,"8,058,363,353.6000",9161000071007221XC
603139.SH,康惠制药,王延岭,个人,陕西康惠制药股份有限公司,陕西省咸阳市秦都区高新技术开发区彩虹二路,陕西省,"1,775,866,400.0000",916100006984144239
601225.SH,陕西煤业,陕西省人民政府国有资产监督管理委员会,地方国资委,陕西煤业股份有限公司,陕西省西安市高新区锦业一路2号,陕西省,"138,444,600,000.0000",91610000681585170N
601179.SH,中国西电,国务院国有资产监督管理委员会,国资委,中国西电电气股份有限公司,陕西省西安市高新区唐兴路7号A座,陕西省,"23,476,541,172.1600",91610000673263286L
601958.SH,金钼股份,陕西省人民政府国有资产监督管理委员会,地方国资委,金堆城钼业股份有限公司,陕西省西安市高新技术产业开发区锦业一路88号,陕西省,"22,360,368,492.0000",916100006611776206
002109.SZ,兴化股份,陕西省人民政府国有资产监督管理委员会,地方国资委,陕西兴化化学股份有限公司,陕西省咸阳市兴平市东城区,陕西省,"5,717,490,204.2700",91610000294207364D
000768.SZ,中航西飞,国务院国有资产监督管理委员会,国资委,中航西安飞机工业集团股份有限公司,陕西省西安市阎良区西飞大道一号,陕西省,"80,290,707,059.0000",916100002942059830
600217.SH,中再资环,中华全国供销合作总社,集体企业,中再资源环境股份有限公司,陕西省铜川市耀州区东郊,陕西省,"7,457,103,029.3400",91610000294201659H
600080.SH,金花股份,吴一坚,个人,金花企业(集团)股份有限公司,陕西省西安市高新区科技四路202号,陕西省,"3,034,687,417.0500",916100002941964072
002864.SZ,盘龙药业,谢晓林,个人,陕西盘龙药业集团股份有限公司,陕西省商洛市柞水县盘龙生态产业园,陕西省,"2,419,826,400.0000",91610000223472005U
002267.SZ,陕天然气,陕西省人民政府国有资产监督管理委员会,地方国资委,陕西省天然气股份有限公司,陕西省西安市经济技术开发区A1区开元路2号,陕西省,"7,050,558,321.3000",91610000220594875E
000812.SZ,陕西金叶,袁汉源,境外,陕西金叶科教集团股份有限公司,陕西省西安市高新区锦业路1号都市之门B座19层,陕西省,"5,065,684,326.2600",91610000220580246P
688281.SH,华秦科技,折生阳,个人,陕西华秦科技实业股份有限公司,陕西省西安市高新区西部大道188号,陕西省,"18,340,000,366.8000",916100002205420207
000563.SZ,陕国投A,陕西省人民政府国有资产监督管理委员会,地方国资委,陕西省国际信托股份有限公司,陕西省西安市高新区科技路50号金桥国际广场C座,陕西省,"12,248,799,694.1400",91610000220530273T
603669.SH,灵康药业,"陶灵刚,陶灵萍",个人,灵康药业集团股份有限公司,西藏自治区山南市泽当镇乃东路68号乃东区商住楼第二幢一层,西藏自治区,"5,748,185,008.1000",915422007543753944
002653.SZ,海思科,"范秀莲,王俊民,郑伟",个人,海思科医药集团股份有限公司,西藏自治区山南市泽当镇三湘大道17号,西藏自治区,"17,291,580,693.2000",91542200741928586E
301075.SZ,多瑞医药,邓勇,个人,西藏多瑞医药股份有限公司,西藏自治区昌都市卡若区经济开发区A区生物医药园1号楼3层,西藏自治区,"2,904,000,000.0000",91540300MA6T1TRQ34
300624.SZ,万兴科技,吴太兵,个人,万兴科技集团股份有限公司,"西藏自治区拉萨市柳梧新区东环路以西,1-4路以北,1-3路以南,柳梧大厦以东8栋2单元6层2号",西藏自治区,"5,460,912,298.3600",91540195754285145H
603676.SH,卫信康,张勇,个人,西藏卫信康医药股份有限公司,西藏自治区拉萨市经济技术开发区B区园区南路5号工业中心4号楼3层,西藏自治区,"4,289,442,960.0000",91540091785815591P
002826.SZ,易明医药,高帆,个人,西藏易明西雅医药科技股份有限公司,西藏自治区拉萨市经济技术开发区林琼岗路6号,西藏自治区,"2,040,001,301.2500",915400917835344626
601020.SH,ST华钰,刘建军,个人,西藏华钰矿业股份有限公司,西藏自治区拉萨市经济技术开发区格桑路华钰大厦,西藏自治区,"8,635,564,103.6500",91540091741900655B
002827.SZ,高争民爆,西藏自治区人民政府国有资产监督管理委员会,地方国资委,西藏高争民爆股份有限公司,西藏自治区拉萨市经济技术开发区A区林琼岗路18号,西藏自治区,"2,826,240,000.0000",91540000783527334P
002287.SZ,奇正藏药,雷菊芳,个人,西藏奇正藏药股份有限公司,西藏自治区林芝市巴宜区德吉路2号,西藏自治区,"13,230,898,174.0000",91540000710910578J
600211.SH,西藏药业,林刚,境外,西藏诺迪康药业股份有限公司,西藏自治区拉萨市拉萨经济技术开发区A区广州路3号,西藏自治区,"10,140,657,778.7000",91540000710906683D
000752.SZ,*ST西发,,,西藏发展股份有限公司,西藏自治区拉萨市金珠西路格桑林卡A区28-5,西藏自治区,"1,276,591,096.4400",915400007109057360
600326.SH,西藏天路,西藏自治区人民政府国有资产监督管理委员会,地方国资委,西藏天路股份有限公司,西藏自治区拉萨市夺底路14号,西藏自治区,"5,649,127,561.0500",91540000710905111C
600338.SH,西藏珠峰,"黄建荣,黄瑛",个人,西藏珠峰资源股份有限公司,西藏自治区拉萨市城关区北京中路65号,西藏自治区,"27,005,768,362.7200",915400007109040550
000762.SZ,西藏矿业,国务院国有资产监督管理委员会,国资委,西藏矿业发展股份有限公司,西藏自治区拉萨市中和国际城金珠二路8号,西藏自治区,"21,785,868,809.2000",915400002196726375
600749.SH,西藏旅游,王玉锁,个人,西藏旅游股份有限公司,西藏自治区拉萨市柳梧新区国际总部城11栋,西藏自治区,"2,812,102,755.6300",91540000219670359X
600873.SH,梅花生物,"何君,孟庆山,王爱军",个人,梅花生物科技集团股份有限公司,西藏自治区拉萨市金珠西路158号阳光新城11幢5号,西藏自治区,"26,028,407,395.2000",91540000219667563J
600773.SH,西藏城投,上海市静安区人民政府国有资产监督管理委员会,地方国资委,西藏城市发展投资股份有限公司,西藏自治区拉萨市经济开发区博达路A1-10金泰集团办公楼第三层311室,西藏自治区,"17,245,662,053.7600",91540000219664071B
002945.SZ,华林证券,林立,个人,华林证券股份有限公司,西藏自治区拉萨市柳梧新区国际总部城3幢1单元5-5,西藏自治区,"44,091,000,000.0000",915400001939663889
603963.SH,大理药业,"杨君祥,杨清龙,尹翠仙",个人,大理药业股份有限公司,云南省大理市下关环城西路118号,云南省,"2,293,668,000.0000",915329002186714056
002033.SZ,丽江股份,张松山,个人,丽江玉龙旅游股份有限公司,云南省丽江市古城区香格里大道760号丽江玉龙旅游大楼,云南省,"3,428,822,036.6400",91530700622954108K
300505.SZ,川金诺,刘甍,个人,昆明川金诺化工股份有限公司,云南省昆明市东川区铜都镇四方地工业园区,云南省,"4,493,821,980.0000",91530100778560690W
833266.BJ,生物谷,林艳和,个人,云南生物谷药业股份有限公司,云南省昆明市高新区马金铺新区生物谷街999号,云南省,"1,372,160,000.0000",915301007134092367
000903.SZ,云内动力,昆明市人民政府国有资产监督管理委员会,地方国资委,昆明云内动力股份有限公司,云南省昆明市自由贸易试验区昆明片区经开区经景路66号,云南省,"6,286,854,733.8300",91530100713404849F
